user_id,age,height,weight,duration,heart_rate,body_temp,calories
14733363,1.4847260402427243,1.0895820400403147,1.265908641898679,1.6191272707628843,0.9894039464715312,0.9940230249556041,231.0
14861698,-1.3421793366146892,-0.5937261931148394,-0.995458053262132,-0.18399009611635783,-0.15846101934109075,0.3523424989561285,66.0
11179863,1.543619902260587,0.318065766510869,0.26824686462185054,-1.2658605162439032,-0.7845691825116118,-1.7010351842421862,26.0
16180408,-0.5176652683646102,0.318065766510869,-0.2638394165924579,-0.30419792057497397,0.4676471438294303,0.6090147093559224,71.0
17771927,-0.9299223024896497,-1.4353803096924165,-1.128479623565709,-0.6648213939508224,-1.515028706210553,-0.2893380270433471,35.0
15130815,-0.39987754432888467,-1.6457938388368107,-1.6605659047800176,0.8978803240111874,0.0502417017157496,0.8656869197557163,123.0
19602372,-0.5765591303824731,-1.1548289374998908,-1.2615011938692862,0.7776724995525713,-0.054109658812670575,0.6090147093559224,112.0
11117088,-0.10540823423957078,0.03751439431834334,0.6673115755325818,1.1382959729284197,0.4676471438294303,0.8656869197557163,143.0
12132339,1.013575144099822,0.8090306678477889,1.265908641898679,0.6574646750939551,0.15459306224416977,0.4806786041560255,134.0
17964668,-0.9888161645075125,-1.9964830540774678,-1.594055119628229,0.05642555280087445,-0.5758664614547715,0.2240063937562407,72.0
13723164,-0.39987754432888467,0.17779008041460617,0.06871450916648486,-1.7466918140783678,-2.245488229909494,-2.8560601310412497,3.0
13681290,-1.2832854745968263,-1.2249667805480222,-1.2615011938692862,0.1766333772594906,0.4676471438294303,-0.03266581664355318,92.0
15566424,1.3669383162069988,-0.24303697787418233,0.26824686462185054,-0.5446135694922063,-0.5758664614547715,-0.03266581664355318,58.0
12891699,-0.6354529924003358,-1.2249667805480222,-1.3945227641728632,0.29684120171810674,-0.26281237986951095,0.4806786041560255,88.0
13823829,0.6013181099747826,0.5284792956552633,0.6673115755325818,-1.6264839896197516,-1.4106773456821329,-2.471051815441559,7.0
17557348,-0.22319595827529634,-1.2951046235961536,-0.8624364829585549,1.498919446304268,0.885052585943111,0.9940230249556041,170.0
12198133,-0.22319595827529634,0.5284792956552633,0.4677792200772162,-1.3860683407025194,-1.4106773456821329,-1.829371289442083,11.0
15236104,0.18906107584974313,-0.38331266397044517,-0.5298825571996121,-0.5446135694922063,-0.6802178219831916,0.2240063937562407,43.0
